name,latitude,longitude,is_similar
xUkXBAtfaYztalY,12.866617755019345,77.70629123406499,0
LkdKFkvwYOizHhG,13.07524687410115,77.67856557014484,0
aXvBGKUTNkPDxiFC,12.980733152028042,77.52556090482467,1
aXvBGKUTNkPDxiF,12.981675576082754,77.52547079308427,1
SdxKQfPDkfXEQK,12.9300119012902,77.64535691047556,1
SGdxKQfPDkfXEQK,12.929778624282552,77.64581473048007,1
rkWeIcJsMGhJvVj,12.909851255891247,77.58992158916205,0
faGJXWFYNHSPmtc,12.929430321928512,77.50693086836928,0
QZWPyfoWhsGVegx,12.961521794123197,77.57741532769106,0
gimvnlEtvGcieTP,12.858558717824383,77.5109453535563,0
kUeXLNDvRBgMgJ,12.902685707150813,77.46886736718902,1
kUeXLNDkvRBgMgJ,12.903632180722267,77.46820673983098,1
zMnIJyjWeDzIiFN,12.921842339897498,77.6929273744465,0
JJppBmEBESHHEKM,12.97348295810113,77.60259963365255,0
iLozbVApJSXmlET,12.886193657931258,77.73511735093368,0
qRkXfDsDXmkPhiV,13.064702966701422,77.49609751621796,0
djfMAJHQMwctzlr,12.865977089105556,77.71936637402595,0
aTVCnxWtroJHYze,12.908993466406608,77.56406845773755,0
KUDVyRreQFprfGM,13.052556859213947,77.49718136259126,0
oghZJueuCoOVFFb,12.885114665739929,77.52955419628107,0
qwyZbldyIiMwAtX,13.095235978047375,77.70128319630311,0
mdwjLVCzawRJRbF,12.988970331127083,77.66838578721922,0
ubwcOdJpSzYjTsq,12.955737528819505,77.61363584129509,0
tjMQLReAgmwYMHS,13.062249102271164,77.51225826728168,0
WVmetzSiurfiAUL,12.912561157517365,77.45269410198722,0
ozDTqvwhYQBROfD,13.05794786650627,77.49674734038459,0
kevkYpwoeByGkFr,12.942994116993807,77.54395972660689,0
dMUDcoSkcZbFKdV,12.876977716210854,77.65820070784042,0
kAbqVgEBpxFnneeo,12.9609750742182,77.57004911513958,1
kAbqVgEBpxFnnee,12.961413207268308,77.5701986714893,1
lTtlymCLWsWZWsVq,12.87696321330928,77.73722144896529,1
lTtlymCLWsWZWsV,12.876734974137625,77.73676928056967,1
iBRAngLgCvBRSdG,13.02433907672632,77.56113473638331,0
OQwFZvRDfaPmST,13.023596018993656,77.61059258513713,1
OQwFZvRDfaXPmST,13.022952201172007,77.61072905674307,1
phXvLqAWrLDZhtd,12.882688890768325,77.66603175839333,0
UHFkwweTReUSDKq,12.985068405516786,77.644001918419,0
NibgfyKYxNWbeKLg,12.913284860683058,77.64198736990933,1
NibgfyKYxNWbeKL,12.913891870741413,77.64292343726254,1
qJppelDtodtuwlS,13.065421730944058,77.69673169859486,0
oUvkVqDnWziwqkHa,12.860315387151598,77.7143775743037,1
oUvkVqDnWziwqkH,12.85951774445022,77.71387691147562,1
gJCMWixYCxiCsRi,12.890606168163076,77.45334686478998,0
AFqPgmEocwIFzLt,13.020305562227255,77.5442600086023,0
ToRGkjGtfriNKrG,13.076336636054206,77.5082574295252,0
uSpRTMsPPxpYrXYN,12.893467960567875,77.46530154187165,1
uSpRTMsPPxpYrXY,12.893056501237504,77.46607831104976,1
FWnMoObNBQumEbF,12.992600358225152,77.62052874789671,0
LXeVIjVTvcHGAuR,13.04168760924579,77.64935554543437,0
VbKDuThUkVhCEke,13.078606164277724,77.7223662971908,0
jpwlGIswRSROHnHt,13.0413161250691,77.55980602980698,1
jpwlGIswRSROHnH,13.041375542186174,77.55885515583745,1
iULvrIPjlCxIbaS,12.887756245970763,77.53659350005746,0
dqBETBbjtnmCjfyH,12.988600480293544,77.57209660370212,1
dqBETBbjtnmCjfy,12.988729396959902,77.5730175491244,1
nLZxHFpewcAGrx,12.863799004993828,77.6445252884224,1
nLZxHFpbewcAGrx,12.863857839760296,77.64525981346615,1
uvzKVBQcyXHtZVW,13.072817905036429,77.69625070264614,0
QzpbfuMOwCwbYwA,12.9240467148676,77.53196518120795,0
SHOpYBxDzUqDXVC,12.993881315442666,77.490472819496,0
ppNmjapNRDwzKSG,12.855773228585832,77.4635382285752,0
VDpxVLdUJWsrQRd,13.016537703333771,77.66186593930021,0
NIhGiaebgXkNTXz,12.903448960347603,77.61073602008587,0
vbzvUUZmcsYlSNW,12.996925421274756,77.60442642157506,0
tKPqearmjjeXJKF,12.860435533116888,77.68204501455031,0
tQJDehlAWgvqTVj,12.946383084712975,77.73090426762626,0
YlJipaMJEgYDLGL,12.855660930952936,77.70590251044901,0
sybMQAzuUVMldcW,12.923196081773847,77.73550458655778,0
kNhxxUpqqPJLmeh,12.900088937115903,77.52488980876971,0
DoogkGPglaOVapTC,13.041367049616436,77.68444569296669,1
DoogkGPglaOVapT,13.041282667497551,77.68541158942642,1
AfxToToeaPWvZWPw,13.047106620581305,77.60154707312995,1
AfxToToeaPWvZWP,13.047939981112282,77.60200775302715,1
oktOgZVpMgzkIoQ,13.0435234384504,77.60829812761374,0
dYtwXpiLZZGKyXp,12.918628289352752,77.60075689383656,0
NnvpamKFZgFAymr,12.956031520622656,77.74012492847581,0
epgERAsQdMmYvlWO,13.071556629798,77.47753799223393,1
epgERAsQdMmYvlW,13.071232120777262,77.47760892661283,1
OIuTonvpKemVxgj,13.00589489600269,77.44596756912635,0
cJsgpIDaapwLLzL,12.985372620688407,77.50694461983957,0
QGKQMGFUVAUvHwbi,12.956936676183368,77.70543799380077,1
QGKQMGFUVAUvHwb,12.957702860098651,77.70571513564552,1
xbqFuavSOQEbmvv,12.87397810072609,77.57244539745791,0
jXlmRpRPbcSCigw,12.888716682375655,77.68973237486811,0
zPSWlKdbuVOtkqR,13.01197463582547,77.6634152294553,0
ZxqUVgjukCQVYmT,12.93490366167268,77.72460942191499,0
cNiURThlENYskRGc,12.984760393104564,77.69799223313464,1
cNiURThlENYskRG,12.98379326762034,77.69712205599838,1
DBhEnsjgbbSoIUZY,13.072866889856384,77.46666114456406,1
DBhEnsjgbbSoIUZ,13.072764361338807,77.46578816770143,1
tNKXZupORAhTcLB,13.08963594037944,77.73822510633508,0
XfKIVKiFANgrzFL,12.92785866309319,77.5202284836594,0
eDSyWpjMyyocOyY,12.923348531347644,77.6777859617299,0
mMwvSDnetrjTSDh,12.956780061053566,77.47937813881859,0
kKcvnpZxEITgtWn,13.069205242417286,77.74304771295466,0
jsCAcWwwZaVQJWj,12.996603997740378,77.6732917286815,0
IpIbcehVaYtLLQH,13.036746311770452,77.49266374342837,0
UwyonqUKbSPzXSa,12.917993898622584,77.6033346325464,0
pXiQXYXRSplaDGz,12.90456522566418,77.5269870456673,0
BKDioYovhahsMLe,13.08510125727592,77.45277820218568,0
AxKufLnhldOPnv,12.865343457895348,77.52254096479727,1
AxKufWLnhldOPnv,12.86453358805387,77.52222343546472,1
NdDtvDjHpfaPiyH,12.885317731180356,77.6798333493538,0
zqRqksOVHZNxmRj,12.876307472750092,77.54438747922613,0
pttxSxLaIpzZxHx,13.074674598041211,77.57028659348619,0
KdTDLHVuPULRgFl,12.940810811369593,77.70197591904015,0
WWNOGyYeqfvkmmx,12.860928157946915,77.69970491145052,0
TOKCbBDbOFiAkeE,13.048584050055588,77.46829898047024,0
JIisjtNghRsdZr,13.037340469485128,77.556055789032,1
JKIisjtNghRsdZr,13.038002292899373,77.55518970910002,1
KMXYsjDVZBtjByM,12.964937116743272,77.64424296233474,0
wybMltMlRsyUSZUm,12.99332458298431,77.47070937109535,1
wybMltMlRsyUSZU,12.992645532787025,77.47036482863632,1
eZhnAOaNvkrmaZd,12.97645101507344,77.69596626361553,0
HhAfeqRCcyXQQMC,13.003310588595037,77.71872418395287,0
IUIUrQnxTdPuvgN,12.877380319595192,77.62435024384662,0
NvfVdgksiTNCgpF,12.897589395345712,77.72644443972894,0
LrmrIIpDnzxnKEfZ,13.020006910444373,77.63064690871603,1
LrmrIIpDnzxnKEf,13.019958540069586,77.63117946817779,1
JPDlSIxcnMvREbx,12.993784480687092,77.54732491896804,0
LGohaCXZoyALWDM,12.859828871196928,77.64417158385288,0
hsGOVBKAoXyAoNB,12.854450254586537,77.44794147108246,0
NjBuSQsdLLpocYw,12.91486517147418,77.62069407674497,0
XWyBWdhElXWkSsU,12.97371043441312,77.61435900074176,0
KLbWzaMSxQizCvS,12.866080525723588,77.6778206968997,0
jQWgMYpmzAHYzHe,12.945651780120432,77.48222520338571,0
KxRKKqiAJLYhYMB,12.960093389196809,77.69009933630142,0
xKYRkBITsRosvMx,12.957595206397286,77.65464293501037,0
NRfshQaysaMRWIA,12.864746145717993,77.47818832071141,0
joTFJKovMIUVQtvT,13.02408021173729,77.61917823277334,1
joTFJKovMIUVQtv,13.02313642694156,77.6188856392673,1
kpqhwoqJYWmaitW,13.08573377038932,77.49010419865816,0
UWPAOdWOoDDQLsI,12.941648937359348,77.54177971343692,0
IfCkjzOQKtbPJee,12.862181603204514,77.46421702618314,0
KdTUHUUKLYARyfX,12.992370716821002,77.69933522285154,0
fEvlCaVXFFuAHzk,13.0878617962132,77.55324619759426,0
lLKnbTkIlrLJifE,12.88152577605366,77.46534213158606,0
GVuGPdbPLNDBxgc,13.082620353557733,77.67532087942362,0
UAuIbMnrqHgViZv,12.942065728480124,77.73847981478065,0
ukAcnnNJEQJefQP,13.060270998801476,77.656210474125,0
ArnQxoKYkDZyFatX,13.050048880465722,77.61627522926547,1
ArnQxoKYkDZyFat,13.050933020153586,77.61541489644745,1
ooeqqlxEaLOhdIr,12.955848113423874,77.57710088020065,0
OAAObErlxdVkOet,12.912617786795586,77.64010510097604,0
hefDlnEonRQwJmB,13.088860515192447,77.62559194175351,0
CnRfsPRFUuNJhw,12.926325962044828,77.61283746633481,1
CnRfsPRFUuNJhAw,12.925830489138152,77.61288427596799,1
ryFAGHHkenZGxjN,13.05390596129051,77.68370116303475,0
dtMmdVfCfDeIbiL,12.869230061023067,77.63807033999299,0
jpHAiXjdJjPimTc,12.968524843386168,77.5889061618351,0
AtAdbtgwGLoFlic,12.87193944546078,77.5981432201486,0
NRWiVJWuPOCeZVU,12.980145232405622,77.59174941119585,0
BQpBtdNGIRjYTRUm,12.8561194508244,77.69788928872615,1
BQpBtdNGIRjYTRU,12.856367845397632,77.69812096038447,1
sSoPpXKpdFYXxHF,13.074672612327694,77.45991592136482,0
glFalYEzWEsaqSX,13.02371107013222,77.54687108462714,0
JdJPAWxkuCCAKrx,13.095226718940271,77.7350317576778,0
qNgKGyXMCehfNnW,12.953014246057304,77.54120877680218,0
dzuXQcYlKqAjgZJ,12.920542628513248,77.58031382985547,0
tnEYDnFDJouBjHY,13.091079884468552,77.65082670257753,0
lWndPrbYBwtVjA,12.948789513033107,77.65649654635507,1
lWndPrbYBwtVjAU,12.94874788759558,77.65738603952238,1
EkkrUCSmBLTSTz,12.97266173928224,77.66617967948828,1
EkkrUCSmBLTSTzC,12.97227366105218,77.66638536493184,1
fsQDbbsUZCWicXN,13.05937872081814,77.59086556244421,0
hwqgDBUcZbgmHxzw,12.9838044455549,77.62490628721899,1
hwqgDBUcZbgmHxz,12.98325809316214,77.62456361199615,1
KFAzSYSuqRxBxBz,12.938626021188425,77.5008422388505,0
TadhTexQbIhorfb,12.873641879792304,77.63736943172368,0
pXRWmAVyotyqYtH,13.07641664527941,77.54604293507771,0
UlwrkwvpctzsLBG,13.02933631899468,77.51380417011072,0
RciNFriZVRkMnhL,12.95972503560298,77.6520054314993,0
tSPaHnvEbJJEjru,12.864781175259758,77.51605084206672,0
wdsAMecxiDrAamd,13.026272913134571,77.69457204498492,0
UDwbAQBMeUPfXca,13.01178860958911,77.49533129620495,0
FFPXMGtUqxDXodv,12.943048093294951,77.6117946792802,0
OhHSbmTBeTbmTKz,13.0041429909131,77.57626910736319,0
kcLzdPeCnkqlhlv,12.88916236825773,77.46684160282129,0
kJwjWmAbRrpSeFW,13.049015322648197,77.70099857968026,0
BQyMXKoPTHzzoZm,12.862253188678062,77.69304177577604,0
ExGKmWBmEbrgrzX,12.862223734334902,77.48145978294608,0
acketlKpXhcGiMcw,13.022900912404197,77.72603844658217,1
acketlKpXhcGiMc,13.023813559447447,77.72701595285761,1
yOmcagHtiMsceOH,12.921329814302062,77.65404871111215,0
zsXGztDGTiYIiKk,13.0028379497566,77.67110015790284,0
biSfdxNiyizULhFr,13.014058430176547,77.68870919389487,1
biSfdxNiyizULhF,13.014668107435602,77.68940311761234,1
KqNJrejuJqrVjwan,12.881502467901583,77.651931183901,1
KqNJrejuJqrVjwa,12.88202623318066,77.65240043155025,1
GDVQKUQtzFJBWkY,13.00233717353651,77.71554150170374,0
JwWgwFfCibUbkmx,12.921253237963857,77.65875185329628,0
vKPmBXuxEARXlZg,13.08375499578768,77.73490608622076,0
hGTRCNOMzcyxMag,12.94248034416279,77.6863718447919,0
KmyDmxIapLOKhiW,12.85930043118904,77.62225386336692,0
oPsIbIGTAWgckJf,12.875932506270509,77.68085992283225,0
WWPDDTjjKNMDtap,12.941760278407502,77.54600123669374,0
hiYBsWslVlovoPY,13.035150143983053,77.71643425949962,0
lYSgWGNZnYmBGDF,12.984034930524128,77.63529443607555,0
kqWIMeaoZrwqGW,12.880450079912151,77.71691688742465,1
kqWIdMeaoZrwqGW,12.880257101540009,77.71619509732918,1
IWHcGBYNHUYKZOJ,12.967795840141378,77.46720126913056,0
zhaWaYdsRLmTooJ,12.988959488362129,77.52393824459799,0
hDZCNhmjBxZkXDv,13.047809700233993,77.66422930668637,0
HFdKKRkHUmdOVqw,13.00340552138041,77.62266594427153,0
rGkCicxdHNhBRWc,13.071465324803423,77.44629196576336,0
ccfGqYGPOcwLBwZ,12.911427271292458,77.56110917337057,0
IXkWqTDSNvXiafO,13.094701156635042,77.64107442540937,0
HLuSmtUuvqhoyMY,13.062125588632744,77.50885443333213,0
OdlpurLXUGhiCaS,12.933610264850335,77.6141503404373,0
kLjDePipuNdQYRY,12.866478938467486,77.58657476451842,0
nvdUvfplxjiPYGLK,12.936271323326196,77.55350704824914,1
nvdUvfplxjiPYGL,12.935942067948242,77.55277629852074,1
wyahFihpVcSJdck,12.999274753895047,77.55183662910922,0
jsvMAeBSSLnbfSv,12.88161616722303,77.45850959145827,0
docNiWIhtusveKq,13.09073737309692,77.65700944161512,0
OqJijwWCfiglkf,12.995647938492295,77.72774753400029,1
OqJijwWCfigslkf,12.996545517087128,77.72680079196536,1
hTEBAWYvcKuAvNuA,13.040510542117008,77.44930125130489,1
hTEBAWYvcKuAvNu,13.040691830321908,77.44958029828143,1
XNerJTBBvYyqRNc,12.9024870061424,77.45840395727625,0
PfbzjRwwQMklEiD,12.89796523051202,77.7399753856908,0
CYuBtPCgDJFWZz,12.871993340685457,77.50966818349103,1
CYuBtPCgDJFWZLz,12.87297277725915,77.5092097432339,1
LOgdSCRsXuMQLJ,12.967836570531569,77.52564738467736,1
LOgNdSCRsXuMQLJ,12.968423492485426,77.5263591647188,1
NKPftpjZlAggUCv,12.931736486920368,77.48186012999109,0
bgRZHJqNIwPCuMI,13.067655108488085,77.63704130975269,0
ZAJnKCFBinARdsn,13.00164404829794,77.62958002219757,0
ZWJQYMoZEoklxce,12.863074968569457,77.71872802096837,0
JSYIWDDWPYOeWqO,12.877933850460602,77.48893867737064,0
VKbZbsWmEVpAxYQ,12.855694421005415,77.66597271056196,0
wRehcKJMtKwLNkl,12.978727056534876,77.56493962640232,0
KjfmIWbZbjJvRHL,12.905581581460352,77.7081927898423,0
ElUlHRrHhaEfcxX,13.009394151552245,77.62518681170839,0
biQyPcWBIzkwZDl,12.875187089600148,77.64271436862619,0
tbmgCjpsBBaQtEq,12.987291080653057,77.68729160943059,0
GJwyCyMNEySoQlS,12.897874314647195,77.71540553405434,0
UmJKGtRBtZMvAiH,12.946085269735786,77.56985893843552,0
iFmSXJZYvhzcuQL,13.096715206797793,77.73976603229612,0
HHfmFmqtRRrFqud,13.050586774712908,77.60248186504988,0
UdmPbaSQHXYUjXZ,12.905612725851448,77.53067755007163,0
RZXzrxjpGnUnpzq,12.879337510490284,77.66047713956009,0
owcPWlILgqCOtpM,12.885201957566672,77.58790442629811,0
jOJWONdYjTcSjyj,12.928280744405551,77.49802359939844,0
cKuUcmOiFdoBYHZ,12.860238236120928,77.53468606046233,0
SvtadFcxZZhZmXf,13.060814831284784,77.5237514701282,0
oLLotcExJdQqFbd,13.06051125222901,77.6900964266167,0
ikONQSMkWmihgjP,12.884131183320212,77.44672143023804,0
FkgmdXfQWFLiMCw,12.990572001910747,77.5568528047748,0
KmmBqkaneOFwVfW,12.88258121248434,77.51129916237748,0
qyYbtMGMOuVbnxA,12.921870378885348,77.58995304900085,0
btzGHZDqWolXMWe,13.088532624318292,77.55927265920825,0
vfSyjUIajJLcGeu,12.977211745362393,77.47490206122878,0
GfSfNIaFCpgpBes,12.88060336993844,77.66553239263794,0
PJzoRUmbXOEGjGH,13.07758505498536,77.62937571414975,0
DixjOhqtvAdiSWg,12.90307644927818,77.73529386358086,0
ZbRlYFHJZlemlcg,12.860410715374512,77.70126409548934,0
bVWuJHPDKrkGyqG,13.00562174416363,77.47403696367965,0
WEeegLYYvdQftC,12.97894562093194,77.67529067882526,1
WEeeTgLYYvdQftC,12.979512285181071,77.67509941857045,1
ytuqkpYPdwphopm,13.023699424215256,77.52356916803753,0
YfxWxCKlmeOQrN,12.995737723240692,77.46042724936811,1
YfxWxCKllmeOQrN,12.996578909171006,77.46102703189466,1
MrjYiKFDVosaAjL,13.086560816939032,77.70122879797715,0
qdUtWNBvbtuZnil,12.947872807626844,77.4770501064582,0
DBDGxHfguqOEbop,12.988645818816542,77.53089514334232,0
CLUfDxWsNRlwZHg,13.043459194236014,77.60418237459251,0
OCLSBShQbPRvpgU,13.032857032495604,77.49677651709341,0
YfiGoOwmnQLyjRi,12.906931821134114,77.54691737056216,0
YApDJtqauwNgAHN,12.93203102300669,77.73580675858881,0
oEJllKszAxQaEaY,13.020546758780547,77.5931312983971,0
QkMhLEJVsvkOWIp,12.948942450749657,77.50384471772102,0
VLHkwWryfdbdhHN,13.041372358779812,77.50291044144336,0
woLNuGHIyFutqqT,13.030830271968986,77.68109204927613,0
ttjpAppqdIOtlgFD,13.00777610347502,77.53102153073158,1
ttjpAppqdIOtlgF,13.008681418475398,77.53104197377067,1
mZYydyyDPPpPzuvQ,13.081970319072475,77.64048600586894,1
mZYydyyDPPpPzuv,13.082611478813291,77.64135173922654,1
iUcpSxGJjDRaZCq,13.06963089656738,77.70391190546917,0
KdxeZrLpKWPOHiO,13.04868728301752,77.4603651866623,0
DiAlBOqofqXTfiT,13.061330598983483,77.65465874383648,0
qYiNGLQDcCBbBNr,12.853504814210924,77.54323261990245,0
bzzaIJThXyJXbor,12.856242552156216,77.54152273365084,0
nrfjoBfdogrQQxd,12.93277823404058,77.57048618248045,0
QkwzQyaQqYbgzoP,12.930001031187972,77.5111738259859,0
cgWUWBJqaVrOolO,13.085766459539768,77.65233988776347,0
eZVvqYradDFHGWy,13.062307813326989,77.49254697530905,0
InXyxxYvuOtrwxBz,12.959026230876434,77.45580672878855,1
InXyxxYvuOtrwxB,12.959393805006028,77.4551648807429,1
jJVysWnvThEfVN,13.08383291707718,77.7225306781199,1
jEJVysWnvThEfVN,13.084566707224695,77.72250141649225,1
QcmbKHLRVzKopHoz,13.09475997477985,77.54369528765183,1
QcmbKHLRVzKopHo,13.09444933031956,77.5446840225588,1
uOfuqQKCfUvxLHzl,13.028646743711718,77.54081547085381,1
uOfuqQKCfUvxLHz,13.028152795007465,77.5401814132808,1
ZqvgwmPEoXzgQv,12.88636709348197,77.57976962571708,1
ZlqvgwmPEoXzgQv,12.887177567085196,77.58021503223337,1
yLlHSCHUezLTStAe,13.004264576622074,77.56316645808795,1
yLlHSCHUezLTStA,13.004859567971828,77.56383840233818,1
CrCgXFmgUzERwQn,13.0712862742982,77.5473429839044,0
zpVccYFOysOPBb,12.952581272261009,77.59260230889464,1
zpVccYFOcysOPBb,12.95173791816718,77.5924337409394,1
bbyIrLxZerivvyH,12.909540111736163,77.73538139129816,0
OhvhIuhUeIhJVxE,12.8666725004145,77.65034938717764,0
OlBYPNYBsPdUWIL,13.03715708517685,77.6193845659269,0
jAuCBcIOebjPtL,13.068043114409562,77.58078352093078,1
jAuCBcIOJebjPtL,13.068513832472346,77.58094941255723,1
SPGFVLoTKeaphGl,13.07265733459942,77.60297409013289,0
LQfhhHnoOZxXJZE,13.089957257233053,77.69899532846183,0
NjvldpTqMFjNvMv,13.01961150467799,77.61659044724574,0
UHvHflhMWGpvEzuo,12.926823676619389,77.58184943586507,1
UHvHflhMWGpvEzu,12.925973954751749,77.5815832823657,1
jPKsYKmnRlcIteL,12.96581469336097,77.5269333927206,0
BoJCqoJklxplftqF,13.04119265108171,77.47023634589236,1
BoJCqoJklxplftq,13.041767170437144,77.47074862380704,1
YWceWqRLvizUsFW,13.006894686743175,77.57664270567749,0
abPUkveuBTZyvNQ,13.027664847425886,77.68831148502451,0
eXmTPoTnqAZhYnV,12.980829220717792,77.67176533193587,0
xSqLSOLKrljikUy,13.09303929372572,77.5040550775161,0
tlRKGSfyXpdnszG,12.987105940751633,77.6675700141708,0
riKAKZfpzWWgqEC,12.888148074058355,77.49578211490498,0
UaNAjlVwovchJv,12.857767444414067,77.55587183813707,1
UaNAjlVmwovchJv,12.857468690240426,77.55611115267352,1
SYgrIhsaCxBHBh,12.925228694522502,77.53493872611567,1
SYgOrIhsaCxBHBh,12.92609060825365,77.53502269361812,1
RXWHxGrDCilrNTm,12.878184565201378,77.67181095732555,0
LUCJDdIUoXjSdke,12.991290921629334,77.46277796989571,0
GGyIQNLuyQuVsao,12.976873314072744,77.67744447070262,0
kjLLmhjgfgWBGfn,13.078424846022434,77.60425564179276,0
wWunSrwPQqAqciY,13.004949913349392,77.59111131421943,0
ZfPuYUtJPaAyrzw,12.853371834698338,77.62566124238208,0
lFiZgUTsYsmCcve,12.906391780256648,77.7326947953712,0
YAsqEAHoRqfIXEu,12.891257378855991,77.63532350212812,0
EYSEhwhuWVPoNFe,13.092268276719906,77.62601494566229,0
zdSedwsmTjFbTRq,12.901460082871486,77.7391517852236,0
XbOtjZlbsSqrrYRV,13.092552190651489,77.52968714999449,1
XbOtjZlbsSqrrYR,13.092026407912927,77.53052606656772,1
cwPnQlblARQNxgc,12.919368332629396,77.47650191099304,0
TAevJytephHIrIRM,13.018302469482109,77.65401141826068,1
TAevJytephHIrIR,13.018549738860244,77.65474959636333,1
uRUXGHDRExEeeHb,12.879764527270344,77.73931861222104,0
